0,45,93,anonymous_mask_PNG13.png,285,285
1,45,124,anonymous_mask_PNG13.png,285,285
2,47,150,anonymous_mask_PNG13.png,285,285
3,52,175,anonymous_mask_PNG13.png,285,285
4,60,204,anonymous_mask_PNG13.png,285,285
5,71,222,anonymous_mask_PNG13.png,285,285
6,90,243,anonymous_mask_PNG13.png,285,285
7,110,263,anonymous_mask_PNG13.png,285,285
8,177,261,anonymous_mask_PNG13.png,285,285
9,141,268,anonymous_mask_PNG13.png,285,285
10,197,242,anonymous_mask_PNG13.png,285,285
11,215,222,anonymous_mask_PNG13.png,285,285
12,229,202,anonymous_mask_PNG13.png,285,285
13,237,175,anonymous_mask_PNG13.png,285,285
14,243,149,anonymous_mask_PNG13.png,285,285
15,243,123,anonymous_mask_PNG13.png,285,285
16,243,93,anonymous_mask_PNG13.png,285,285
17,58,72,anonymous_mask_PNG13.png,285,285
18,77,61,anonymous_mask_PNG13.png,285,285
19,97,64,anonymous_mask_PNG13.png,285,285
20,115,71,anonymous_mask_PNG13.png,285,285
21,128,84,anonymous_mask_PNG13.png,285,285
22,156,85,anonymous_mask_PNG13.png,285,285
23,171,75,anonymous_mask_PNG13.png,285,285
24,188,65,anonymous_mask_PNG13.png,285,285
25,209,62,anonymous_mask_PNG13.png,285,285
26,231,74,anonymous_mask_PNG13.png,285,285
27,145,94,anonymous_mask_PNG13.png,285,285
28,145,115,anonymous_mask_PNG13.png,285,285
29,145,132,anonymous_mask_PNG13.png,285,285
30,113,159,anonymous_mask_PNG13.png,285,285
31,126,165,anonymous_mask_PNG13.png,285,285
32,142,171,anonymous_mask_PNG13.png,285,285
33,157,167,anonymous_mask_PNG13.png,285,285
34,171,170,anonymous_mask_PNG13.png,285,285
35,71,103,anonymous_mask_PNG13.png,285,285
36,95,96,anonymous_mask_PNG13.png,285,285
37,120,106,anonymous_mask_PNG13.png,285,285
38,108,116,anonymous_mask_PNG13.png,285,285
39,90,116,anonymous_mask_PNG13.png,285,285
40,168,106,anonymous_mask_PNG13.png,285,285
41,184,97,anonymous_mask_PNG13.png,285,285
42,211,104,anonymous_mask_PNG13.png,285,285
43,205,115,anonymous_mask_PNG13.png,285,285
44,186,119,anonymous_mask_PNG13.png,285,285
45,174,115,anonymous_mask_PNG13.png,285,285
46,87,199,anonymous_mask_PNG13.png,285,285
47,100,199,anonymous_mask_PNG13.png,285,285
48,113,198,anonymous_mask_PNG13.png,285,285
49,131,199,anonymous_mask_PNG13.png,285,285
50,148,199,anonymous_mask_PNG13.png,285,285
51,165,199,anonymous_mask_PNG13.png,285,285
52,183,201,anonymous_mask_PNG13.png,285,285
53,176,212,anonymous_mask_PNG13.png,285,285
54,163,213,anonymous_mask_PNG13.png,285,285
55,146,214,anonymous_mask_PNG13.png,285,285
56,132,214,anonymous_mask_PNG13.png,285,285
57,116,212,anonymous_mask_PNG13.png,285,285
58,103,211,anonymous_mask_PNG13.png,285,285
59,93,208,anonymous_mask_PNG13.png,285,285
60,105,205,anonymous_mask_PNG13.png,285,285
61,111,206,anonymous_mask_PNG13.png,285,285
62,121,207,anonymous_mask_PNG13.png,285,285
63,129,207,anonymous_mask_PNG13.png,285,285
64,140,207,anonymous_mask_PNG13.png,285,285
65,150,207,anonymous_mask_PNG13.png,285,285
66,160,207,anonymous_mask_PNG13.png,285,285
67,168,208,anonymous_mask_PNG13.png,285,285
68,175,205,anonymous_mask_PNG13.png,285,285
69,48,70,anonymous_mask_PNG13.png,285,285
70,60,31,anonymous_mask_PNG13.png,285,285
71,114,18,anonymous_mask_PNG13.png,285,285
72,187,20,anonymous_mask_PNG13.png,285,285
73,243,55,anonymous_mask_PNG13.png,285,285
